AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
21.957,1012,77.744,3.512,19.799,1057.2,550.02,109.5,10.594,4.5645,54.158
21.239,1011.8,79.016,3.9036,22.347,1072.7,550.09,121.27,11.223,2.7563,58.394
21.099,1011.8,77.325,3.4985,19.709,1056.6,549.99,109.13,10.456,4.357,55.618
22.01,1011.8,72.896,3.5728,19.947,1057.8,550,109.49,10.566,3.9671,54.786
23.514,1012.1,67.812,3.4879,19.201,1053.1,550,105.68,10.269,4.3204,54.552
24.709,1012.1,60.467,4.5757,25.64,1091.6,550.19,133.45,12.045,0.95425,67.617
25.468,1012.1,56.777,4.6524,26.034,1094,549.79,134.75,12.219,0.5946,68.569
26.158,1012.1,52.928,4.6531,26.106,1094.2,549.98,134.74,12.3,0.68092,70.236
26.798,1012.1,48.483,3.7994,20.86,1062.9,550.08,111.9,10.712,3.1118,58.009
27.127,1011.9,47.264,3.8936,21.257,1065.5,549.94,113.89,10.961,2.4985,55.889
27.218,1011.6,47.528,4.6726,26.134,1094.2,550.22,134.4,12.214,0.68421,68.727
27.429,1011.2,44.549,3.9282,21.637,1067.6,549.96,115.02,10.979,2.2799,58.113
27.543,1011.2,42.928,3.7436,20.485,1061,549.96,110.36,10.767,3.1463,55.21
27.313,1011.1,44.669,3.6833,20.252,1059.4,549.93,109.34,10.631,3.4009,54.28
26.771,1010.9,47.94,3.6995,20.367,1060.2,549.91,110.09,10.694,3.3067,53.536
26.021,1010.9,53.052,3.6717,20.205,1059.1,550,109.59,10.579,3.4978,52.616
25.049,1011.1,56.47,3.6558,20.336,1060.2,550.09,110.64,10.636,3.6708,53.411
23.999,1011.2,62.235,4.0535,22.935,1076,549.95,122.74,11.408,2.7401,60.053
22.704,1011.1,67.687,4.3908,25.169,1088.8,549.73,132.72,12.084,1.9799,64.447
21.31,1010.9,73.809,4.3547,25.109,1088.7,550.39,133.23,12.078,2.0424,63.876
20.206,1010.8,77.286,3.8577,21.963,1070.8,549.96,120,11.169,3.6371,64.08
19.469,1010.5,80.585,3.4936,19.662,1056.8,549.94,110.1,10.54,5.0053,58.253
18.867,1010.1,82.246,3.3256,18.595,1049.7,549.69,105.27,10.243,6.7268,69.749
18.651,1010,82.668,3.4657,19.569,1056.4,550.04,110.05,10.396,4.9367,59.654
18.352,1009.9,84.44,3.4504,19.369,1055.2,550.01,109.22,10.469,5.1971,59.645
18.055,1009.9,87.661,3.4573,19.414,1055.6,549.98,109.49,10.429,5.3935,60.206
18.021,1010,90.203,3.3329,18.398,1049,549.88,104.6,10.148,6.8389,75.477
23.787,1010.5,70.148,4.5566,25.656,1090.2,550.34,132.83,12.07,2.0796,71.193
25.285,1010.7,64.47,4.3684,24.286,1083.3,549.73,126.52,11.722,2.5815,62.582
26.743,1010.8,60.348,4.5093,25.223,1088.4,549.7,130.27,12.05,2.1535,66.629
27.611,1010.7,56.459,4.29,23.955,1080.6,550.01,124.49,11.59,2.584,64.245
28.153,1010.2,56.646,4.1203,22.591,1073.2,550.19,118.81,11.326,2.3932,55.59
29.246,1009.9,53.64,4.7169,26.188,1094.3,549.83,133.57,12.273,1.6782,68.485
29.283,1009.7,50.321,4.6023,25.379,1089.4,549.85,129.76,12.081,1.4428,65.005
29.032,1009.5,49.747,4.7724,26.47,1095.2,549.72,134.08,12.254,1.5292,72.494
28.782,1009.3,48.982,4.7177,26.137,1093.8,549.58,132.83,12.208,1.0976,70.355
28.532,1009.2,50.589,4.1102,22.54,1072.3,549.79,117.67,11.18,3.0055,61.105
28.188,1009.2,56.706,3.7336,20.306,1059.3,550.07,108.81,10.625,3.5236,52.657
27.295,1009.2,62.675,3.7001,20.249,1058.7,550.11,108.78,10.663,3.6315,52.242
26.474,1009.4,60.539,3.6594,20.2,1058.1,550.04,108.6,10.604,3.2757,53.389
26.089,1009.8,49.98,4.0753,23.037,1075.4,550.09,121.22,11.341,1.6495,60.697
25.488,1010,50.153,4.3931,24.927,1086.5,550.1,129.57,11.925,1.1731,65.61
24.273,1010,53.411,4.4284,25.541,1090,550.12,133.07,12.074,1.356,68.622
23.13,1010.1,56.773,3.5959,20.367,1059.5,549.9,110.8,10.642,3.6689,61.205
21.57,1010,63.798,4.0553,23.324,1078.3,550.05,125.46,11.58,2.3819,63.99
20.018,1009.8,69.321,4.3088,24.833,1087.3,550.07,132.34,11.998,1.8424,68.744
19.434,1009.6,71.013,4.3639,25.098,1089.2,549.97,133.97,12.1,2.1144,72.583
18.958,1009.7,73.268,4.3566,25.019,1088.6,550.13,133.79,11.974,2.2157,71.671
18.697,1009.8,75.435,3.339,18.486,1048.7,549.41,104.27,10.095,7.0726,88.742
19.407,1010.2,75.655,3.41,18.735,1050.2,549.54,105.15,10.188,6.1208,70.276
22.221,1010.5,70.106,3.7001,20.37,1059.7,550.03,110.43,10.615,4.0501,58.884
25.555,1010.8,52.442,4.7438,26.413,1094.3,550.42,133.93,12.288,1.3888,75.957
27.933,1011,44.023,4.7819,26.6,1095.6,550.25,134.33,12.291,1.3428,77.453
29.463,1011.1,40.456,4.7771,26.45,1095,549.93,133.59,12.386,1.7003,79.839
31.13,1010.9,36.152,4.8566,26.687,1096.2,549.83,134.23,12.47,1.4416,79.352
32.078,1010.8,36.397,4.8562,26.498,1095.1,549.89,133.1,12.287,1.3877,74.582
32.678,1010.5,36.946,4.8786,26.582,1095.4,549.94,133.07,12.345,1.1576,72.652
33.413,1010.3,35.501,4.9029,26.704,1095.9,549.76,133.25,12.324,1.0104,72.964
33.446,1010.2,33.441,4.8775,26.579,1095.3,550.4,132.71,12.273,1.2568,74.738
33.328,1010.2,32.789,4.8743,26.811,1096.5,550.42,133.37,12.347,1.2594,76.093
32.704,1010.2,35.104,4.7927,26.622,1095.6,549.65,133.23,12.296,1.0212,72.896
30.672,1010.5,49.616,4.7309,26.381,1094.3,549.6,133.35,12.244,1.1823,65.994
28.522,1010.7,56.245,4.6633,26.16,1093.3,549.8,133.19,12.174,1.5387,65.426
27.471,1011,59.755,4.62,25.967,1092.5,549.56,133.18,12.206,1.4688,64.506
26.439,1011.4,63.311,4.5908,25.794,1091.9,549.94,133.12,12.241,1.3593,64.239
25.552,1011.4,67.143,4.5489,25.823,1091.7,549.96,133.57,12.205,1.827,65.03
24.828,1011.4,71.288,4.0377,22.636,1073.5,549.94,120.39,11.327,2.521,56.887
24.112,1011.4,74.052,4.3347,24.558,1084.7,550.02,128.8,11.878,1.8718,59.953
22.915,1011.4,77.979,3.7928,21.226,1065.8,549.96,115.55,10.863,3.0068,55.585
21.706,1011.3,83.738,3.7036,20.53,1061.8,550.06,112.99,10.755,4.1344,55.249
20.893,1011.1,88.007,3.6399,20.269,1060.1,549.99,112.01,10.687,4.8708,56.942
20.291,1011,88.766,3.5873,19.808,1057.8,549.99,110.55,10.583,4.8541,56.604
25.935,1011.6,65.407,4.4506,24.591,1083.9,549.93,126.65,11.714,1.8252,64.339
28.129,1011.5,56.069,4.3247,23.569,1078.2,549.87,121.68,11.542,2.1399,62.128
30.669,1011.5,46.778,4.1247,22.165,1064.8,547.44,113.68,11.003,3.591,61.791
31.946,1011.4,35.549,5.1188,28.353,1091.9,541.82,138.88,12.772,1.8782,74.346
32.369,1011.2,34.541,5.4105,29.941,1098.2,540.07,144.82,13.151,1.1979,70.634
32.642,1010.9,34.642,5.4481,30.212,1100,540.21,146.41,13.249,1.1977,70.18
33.084,1010.5,33.264,5.3949,29.665,1098.9,541.35,143.83,13.08,0.80904,71.998
31.821,1009.5,33.724,5.381,30.424,1099.9,540.07,146.81,13.219,0.44332,70.226
30.293,1009.9,36.026,5.4066,31.081,1099.4,537.53,148.87,13.372,0.66454,68.006
28.746,1010.3,42.322,4.2669,23.991,1080.4,550.21,124.51,11.621,1.4553,63.643
26.899,1010.4,45.841,3.4496,19.063,1051.2,550.17,103.7,10.193,4.1011,55.596
25.108,1010.4,54.722,3.4912,19.351,1053.5,550.04,106.2,10.356,4.4563,57.055
23.622,1010.4,60.571,3.8102,21.125,1065.2,550.06,114.97,10.972,3.2852,59.374
22.796,1010.2,62.33,3.7386,20.752,1062.9,550.03,113.42,10.837,4.051,60.676
22.309,1010,64.905,3.8509,21.26,1066.1,550,115.77,10.989,3.0744,60.677
22.625,1009.9,65.06,3.6981,20.416,1060.1,550.02,111.15,10.667,4.1634,59.462
23.077,1009.8,67.33,3.6797,20.337,1059.4,550.03,110.63,10.616,3.8089,56.942
22.592,1009.7,70.454,3.625,20.111,1058.1,550.11,110.07,10.455,4.1411,58.147
26.499,1010.7,60.116,3.7712,20.221,1057.8,550.04,108.04,10.482,4.2602,56.705
28.031,1010.8,57.442,3.9404,21.1,1063.6,549.89,111.99,10.82,3.7462,56.058
29.707,1010.9,54.624,3.7611,19.979,1056.8,550.28,106.65,10.41,4.4904,54.238
31.387,1010.7,41.537,3.7656,19.733,1055.3,549.78,105.24,10.345,4.7894,56.763
32.715,1010.5,40.6,3.8104,19.753,1055.3,550.05,105.26,10.382,3.9541,52.535
33.313,1010.1,38.627,4.4404,23.399,1077.6,549.96,120.67,11.482,1.645,57.772
33.325,1010,37.8,4.4243,23.405,1077.5,550.17,120.63,11.494,1.4821,57.338
32.81,1009.9,41.753,4.3209,22.967,1074.8,550,118.81,11.386,1.8472,55.836
32.128,1009.8,43.032,4.9521,27.269,1098.5,549.69,135.73,12.477,1.3445,71.654
30.73,1009.7,52.67,4.8186,26.361,1094,550.29,133.13,12.238,1.3921,64.668
28.63,1010,59.98,4.736,26.097,1093,550.26,133.21,12.278,1.7005,65.007
27.551,1010.3,67.862,4.6757,25.831,1091.5,549.7,132.58,12.196,2.3284,63.818
26.685,1010.6,75.325,4.6502,25.699,1090.9,550.34,132.46,12.067,1.8845,60.054
25.816,1010.5,81.128,4.1307,22.593,1073.1,549.97,119.92,11.313,3.1592,52.374
25.161,1010.5,82.341,4.475,24.864,1086.2,550.11,129.62,11.955,2.2846,57.147
24.172,1010.4,84.956,4.5745,25.525,1090,549.9,133,12.136,1.8009,59.288
23.255,1010.4,87.004,4.5549,25.469,1090.1,549.73,133.51,12.066,2.1735,62.298
22.498,1010.4,90.172,4.5694,25.511,1090.6,549.94,134.09,12.161,1.7557,62.198
21.945,1010.1,91.969,4.6097,25.528,1090.9,550.15,134.47,12.173,2.0668,63.401
21.394,1009.9,92.559,4.5824,25.522,1090.8,550.27,134.71,12.06,1.8599,63.076
20.972,1009.8,93.856,4.3748,23.977,1082.4,550.17,128.29,11.704,2.4485,58.766
25.64,1010.8,73.135,4.1441,22.404,1071.6,549.63,118.55,11.188,3.0736,59.475
27.643,1010.9,65.429,4.4645,24.204,1082.4,550.03,125.21,11.655,2.2844,59.539
29.287,1011.1,60.206,4.0219,21.478,1066.4,549.84,113.84,11.004,3.891,54.205
30.211,1011.1,56.07,3.8766,20.613,1060.8,550.04,109.76,10.749,4.3795,51.766
30.565,1011.1,55.222,4.1014,21.737,1067.9,550.09,114.95,11.007,3.2561,53.674
30.25,1011.1,55.19,4.7737,25.976,1092.2,549.9,131.96,12.254,1.9209,66.043
30.236,1011,45.333,4.1237,22.161,1070.7,549.93,116.13,11.178,2.8637,58.21
30.241,1010.9,43.989,3.9018,20.912,1062.6,549.9,110.46,10.776,3.2584,56.028
30.059,1010.9,47.811,3.8685,20.544,1060.6,550.01,109.35,10.599,3.6136,52.992
29.309,1011.1,50.207,3.8474,20.513,1060.6,549.95,109.5,10.605,3.9731,53.987
28.396,1011.4,55.441,3.8235,20.421,1060,550.02,109.45,10.549,3.3238,52.715
27.415,1011.7,60.575,3.782,20.453,1059.9,549.93,109.66,10.568,3.469,52.899
26.432,1012.1,68.432,3.7687,20.487,1060.4,549.99,110.44,10.664,3.3737,51.324
25.341,1012.6,74.579,3.4747,18.851,1050.2,549.99,103.34,10.242,4.9891,49.457
24.283,1012.8,77.962,3.4908,19.03,1051.4,550.05,104.71,10.313,4.3122,49.021
23.323,1012.9,81.921,3.6884,20.173,1058.7,549.95,110.34,10.618,3.1468,49.478
22.767,1012.9,83.917,3.5575,19.495,1054.6,550.07,107.53,10.412,4.5669,53.455
21.992,1013,86.601,3.6473,19.922,1057.7,549.98,109.9,10.553,4.9251,55.033
21.238,1012.9,88.783,3.5716,19.527,1055.6,549.92,108.59,10.45,5.4552,57.107
20.524,1012.9,89.659,3.4608,18.745,1051.2,549.98,105.46,10.297,6.0077,65.765
20.279,1013.2,92.033,3.4008,18.168,1048.3,549.98,102.9,10.115,8.024,78.235
24.997,1014.5,75.221,3.8815,20.836,1062.4,549.96,111.84,10.703,2.9378,56.294
27.107,1014.8,62.457,4.035,21.545,1067.3,549.98,114.6,10.919,2.2396,55.271
28.547,1015,61.268,3.9107,20.823,1063,549.93,111.31,10.83,3.2855,52.912
29.514,1015,58.715,3.8241,20.203,1059,549.88,108.44,10.524,3.8501,52.332
30.302,1014.9,58.787,3.9071,20.57,1061.3,550.05,110.11,10.656,3.3293,50.777
30.729,1015,58.59,3.8826,20.289,1059.4,549.88,108.84,10.546,3.6199,48.994
30.195,1014.8,55.867,3.8842,20.495,1060.5,549.89,109.52,10.635,3.0374,47.67
30.484,1014.7,56.82,3.8924,20.586,1061,550.05,109.7,10.761,2.9383,48.535
30.485,1014.9,55.335,3.8906,20.64,1061.7,550,110.13,10.765,3.2895,50.752
30.253,1014.7,57.923,3.8875,20.711,1061.8,550.09,110.42,10.681,3.9557,51.394
28.987,1014.8,49.371,3.8719,20.657,1061.7,550,110.16,10.65,3.0884,54.759
27.833,1015.1,54.984,3.7923,20.441,1060.2,550.08,109.51,10.702,3.6145,54.698
26.526,1015.2,61.044,3.7894,20.555,1061.1,549.96,110.73,10.74,3.8135,55.27
25.413,1015.5,65.809,3.7203,20.358,1059.9,549.95,110.26,10.702,4.0063,54.355
24.648,1015.5,73.752,3.6641,19.942,1057.3,549.99,108.54,10.574,4.6007,53.376
23.661,1015.6,74.392,3.778,20.71,1062.3,549.92,112.62,10.753,4.3899,56.3
22.995,1015.7,76.908,3.6737,20.15,1059,549.93,110.42,10.596,4.5384,56.968
21.997,1015.4,80.742,3.5983,19.642,1056.2,549.99,108.78,10.509,4.9524,56.77
21.269,1014.8,84.79,3.6562,20.006,1058.6,550.16,110.67,10.633,4.6369,56.098
20.888,1014.7,88.954,3.6564,19.903,1057.6,549.94,109.95,10.52,4.8522,57.381
20.534,1015.1,89.008,3.4878,18.917,1052,550.03,106.02,10.223,6.0622,59.289
24.554,1015.5,83.072,5.5942,31.097,1099.9,536.94,149.34,13.436,0.94106,57.614
26.197,1015.5,76.49,5.4917,30.383,1100.1,539.08,147.69,13.279,0.44364,58.781
27.571,1015.4,70.3,5.4386,29.874,1100.1,540.89,146.82,13.146,0.40674,58.689
28.808,1015.1,65.303,5.5117,30.114,1099.8,540.15,147.73,13.201,0.53621,58.084
29.73,1014.5,61.228,5.3481,29.183,1100,543.57,145.48,12.946,0.94819,61.761
30.656,1013.8,58.106,5.4636,29.737,1099.8,541.92,146.18,13.116,1.6199,59.921
31.656,1013.3,51.454,5.3932,29.351,1099.9,543.41,144.6,12.973,1.432,63.277
32.377,1013,46.164,5.3069,29.022,1100.1,544.67,143.54,12.904,1.1669,65.351
32.482,1012.7,40.79,5.4633,30.007,1100,541.22,145.42,13.116,1.5486,68.09
32.131,1012.5,41.987,5.2886,29.002,1098.9,543.73,142.75,12.929,1.4286,68.524
31.5,1012.5,43.928,4.9508,26.898,1097,549.58,134.82,12.35,1.4255,71.12
30.747,1012.5,49.379,4.8222,26.456,1094.6,549.95,133.84,12.359,0.79498,65.41
29.638,1012.6,53.939,4.8254,26.471,1094.7,550.19,134.26,12.274,0.7697,63.635
27.848,1012.6,46.735,4.463,24.484,1084,549.88,127,11.85,1.3367,61.364
26.405,1012.4,45.977,4.4532,24.524,1084.4,549.85,127.92,11.872,1.4422,63.431
24.898,1012,52.948,4.5322,25.176,1088.1,549.82,131.48,12.01,1.1265,65.244
23.973,1011.6,56.424,4.5811,25.453,1089.8,550.02,132.81,12.141,1.1174,67.276
23.095,1011.2,58.389,4.282,23.664,1079.7,550.03,125.58,11.593,2.3283,63.638
22.4,1010.7,60.721,4.4826,24.838,1086.6,549.82,130.89,11.913,2.0635,66.981
21.786,1010.2,62.405,4.3473,23.917,1081.7,550.03,127.34,11.685,1.9282,64.159
21.205,1009.8,63.583,4.3613,23.988,1081.9,550.02,127.75,11.626,2.4088,65.09
20.988,1009.5,65.521,3.6539,19.86,1056.7,549.93,109.42,10.405,4.4055,61.144
21.438,1009.6,66.306,3.5633,19.051,1051.4,549.84,105.33,10.194,5.0771,59.985
23.49,1009.7,60.792,4.1646,22.335,1071,550.03,118.44,11.095,1.7167,59.197
26.881,1009.7,43.916,5.3471,29.029,1096.4,542.49,141.12,12.853,0.32428,71.536
29.296,1009.7,42.624,5.6576,30.537,1100,539.23,148.08,13.322,0.5259,69.284
30.006,1009.4,52.276,5.8235,31.492,1099.9,536.11,150.19,13.467,1.3112,59.254
30.663,1009,51.141,5.5541,29.824,1099.9,541.82,146.46,13.1,1.1606,63.278
31.291,1008.6,47.572,5.4474,29.186,1100.1,544.08,144.53,12.965,1.3096,67.345
31.751,1008.2,44.196,5.6775,30.36,1099.9,540.11,146.72,13.246,1.2224,66.981
32.357,1007.7,35.947,5.5142,29.318,1100,543.62,143.99,13.018,0.98234,72.028
33.222,1007.2,34.635,5.6496,30.078,1100.1,541.34,144.92,13.114,0.94742,70.628
33.873,1006.7,35.302,5.5995,29.829,1100,542.26,144.37,13.074,0.88353,70.817
32.992,1006.4,42.719,5.6516,30.446,1099.9,540.26,146.16,13.202,0.94637,64.681
31.441,1006.3,55.63,5.0994,27.507,1095.7,547.87,136.9,12.432,1.19,62.689
30.248,1006.3,56.015,4.9253,26.568,1094.2,550.29,133.67,12.3,0.5199,63.615
29.387,1006.3,51.61,4.9069,26.556,1094.6,550.31,134.2,12.295,0.45432,66.303
28.786,1006.4,48.944,4.8977,26.618,1094.9,550.36,134.43,12.299,0.56003,68.915
28.5,1006.6,51.402,4.7888,25.846,1090.8,550.38,131.46,12.121,1.062,66.013
27.53,1007,53.531,4.8118,26.081,1092.8,550.29,133.74,12.297,1.6267,69.815
27.279,1007.4,59.944,4.7496,25.58,1090.4,550.02,131.55,12.152,1.544,66.501
27.417,1007.2,66.611,4.4116,23.518,1078.5,550.06,123.22,11.523,2.0712,57.024
27.164,1006.5,69.124,4.8552,25.939,1092.3,549.84,133.23,12.194,1.3858,63.856
27.024,1005.8,69.761,4.9035,26.164,1093.4,550.21,134.01,12.16,1.7036,65.086
26.551,1006.5,69.665,4.3697,23.221,1076.3,550.05,121.72,11.438,2.1278,56.507
26.287,1007.3,79.588,3.666,19.086,1051.4,550.03,103.97,10.235,5.2727,48.233
26.806,1007.9,78.36,4.9545,26.619,1083.1,542.7,132.76,12.187,4.3063,57.109
27.553,1007.8,72.359,5.4491,29.458,1100.1,542.7,145.62,13.004,1.0848,61.968
28.182,1008.1,67.827,5.5246,29.952,1100,540.81,146.79,13.184,1.0166,60.686
28.278,1008.4,66.465,5.5036,29.802,1100.1,541.44,146.73,13.103,0.90187,60.094
28.704,1008.2,66.871,5.6335,30.313,1100,540,147.57,13.247,1.4331,58.985
28.795,1008.2,64.018,5.6048,30.078,1099.9,540.73,147.37,13.26,1.2242,59.743
28.863,1007.8,64.955,5.5912,29.912,1099.9,541.38,146.57,13.137,1.3342,60.102
29.572,1007.4,67.826,5.4885,29.205,1100,543.66,145.02,12.995,1.1318,57.695
29.745,1007.4,64.199,5.5895,29.875,1100.1,541.76,146.23,13.089,1.3553,58.128
29.975,1007.3,54.715,5.5618,29.747,1100.1,542.12,145.95,13.105,1.2963,62.392
29.624,1007.3,57.491,5.6195,30.201,1099.9,540.61,147.14,13.19,1.475,60.55
28.724,1007.7,62.583,5.5631,30.032,1100.1,540.73,147.38,13.175,1.5863,59.712
27.25,1007.9,75.245,5.415,29.286,1099.9,543.47,145.32,12.931,1.3607,59.793
26.51,1008.4,79.336,5.2913,28.602,1098.4,544.66,142.5,12.818,1.3875,59.628
25.967,1008.9,79.55,4.8509,26.034,1092.7,549.99,134.49,12.203,1.6156,60.624
25.599,1009.3,79.253,4.8156,26.03,1092.7,550.24,134.6,12.169,1.7553,61.384
24.983,1009.5,80.977,4.747,25.613,1090.3,550.23,133.03,12.152,2.2427,60.549
24.592,1009.5,83.758,4.7413,25.595,1090.3,549.77,133.2,12.135,2.2606,60.273
24.459,1009.4,86.547,4.7827,25.821,1091.6,550.21,134.14,12.157,1.9079,61.015
24.24,1009.3,88.11,4.7864,25.765,1091.8,550.35,134.3,12.183,1.8513,61.364
23.905,1009.3,88.249,4.7782,25.665,1091.6,550.25,134.32,12.078,1.7928,61.828
23.473,1009.6,87.982,4.6004,24.713,1086.6,549.97,130.65,11.83,2.139,60.802
23.336,1009.9,87.529,3.8883,20.467,1061.3,549.98,112.1,10.733,4.3425,53.46
23.471,1010.3,85.487,3.5699,18.667,1049.9,550,103.72,10.097,6.2014,54.252
24.054,1010.7,77.408,4.2633,22.685,1036.2,526.76,109.67,11.15,35.045,74.376
25.077,1011.1,70.854,5.5977,30.693,1099.9,537.93,149.42,13.341,1.4964,60.822
25.874,1011.4,66.55,4.9478,26.642,1091.1,546.1,135.93,12.378,1.8463,64.094
26.262,1011.4,64.753,4.8516,25.938,1093.1,549.58,134.21,12.212,1.7896,68.699
26.814,1011.4,65.1,4.8976,26.151,1094.1,549.59,134.62,12.253,1.6158,67.501
27.513,1011.2,63.5,4.7873,25.384,1090,549.82,131.22,12.034,2.0276,65.455
27.305,1011.1,64.663,4.864,25.913,1092.9,550.27,133.61,12.177,1.2957,64.239
27.734,1010.8,62.614,5.3788,28.876,1098.2,543.15,141.43,12.915,0.65088,63.554
28.274,1010.7,61.285,5.6682,30.574,1100,538.39,148.57,13.339,0.71403,56.791
28.583,1010.7,60.288,5.505,29.631,1098.7,540.95,146.27,13.13,0.66712,58.413
28.404,1010.9,63.043,4.9515,26.205,1094.2,549.79,134.17,12.186,1.2089,64.153
27.463,1011.3,66.5,4.9414,26.181,1094.2,549.81,134.62,12.211,1.0862,63.363
26.271,1011.9,73.396,4.9193,26.169,1094.1,549.85,135.1,12.314,1.3047,62.471
25.39,1012.5,79.98,4.8782,26.014,1093.5,550.1,134.83,12.273,1.8797,61.2
24.79,1012.8,83.612,4.8143,25.786,1092.6,550.38,134.43,12.124,1.7354,59.926
24.334,1013.1,86.046,4.4017,23.319,1078.5,550.02,124.1,11.608,2.823,53.578
23.823,1013,88.405,4.7541,25.562,1091.1,550.3,133.68,12.105,1.9493,60.745
23.45,1012.9,89.601,4.6174,24.638,1085.8,550.36,129.89,11.917,2.1428,57.143
22.934,1012.8,92.272,4.7693,25.449,1090.9,550.25,134,12.181,1.4587,59.647
22.555,1012.3,94.346,4.8387,25.881,1093.1,549.97,135.82,12.233,0.20156,58.755
22.401,1012.1,95.109,4.8048,25.677,1092.2,549.92,135.19,12.174,0.50982,58.239
22.506,1012.4,95.344,4.0113,20.934,1064.1,550.17,114.25,10.836,3.2126,51.781
22.447,1012.5,93.345,3.8525,20.215,1060.2,549.97,111.57,10.627,5.0589,53.76
22.581,1012.8,92.138,3.5829,18.679,1050.3,550,104.13,10.126,6.2456,53.984
24.046,1013.1,88.792,3.8365,20.119,1056.5,548.96,108.68,10.626,5.6878,52.822
26.179,1013.3,73.14,5.9101,32.143,1099.8,533.13,151.39,13.631,1.4667,58.468
27.75,1013.5,66.719,4.8709,25.811,1092.1,549.8,132.48,12.208,1.7744,66.536
28.446,1013.6,62.78,4.9658,26.265,1094.6,549.67,133.95,12.271,2.1696,70.123
28.971,1013.4,58.464,4.9986,26.361,1095.2,549.47,133.99,12.254,1.586,68.602
29.589,1013.3,57.215,4.8384,25.315,1089.2,549.64,129.43,12.113,1.9109,64.433
29.679,1013.2,57.647,4.7218,24.679,1085.7,549.92,126.96,11.903,2.2385,61.041
29.535,1013.1,58.456,5.0077,26.383,1095.1,549.91,133.86,12.366,1.4795,65.417
29.756,1013.1,55.067,4.972,26.182,1094.1,550.03,133.04,12.347,1.4676,65.653
29.476,1013.1,53.676,4.9901,26.292,1094.6,550.12,133.6,12.367,1.6953,67.746
29.034,1013,55.428,4.9916,26.442,1095.6,550.09,134.57,12.381,1.5475,67.64
28.177,1013.3,58.824,4.9274,26.13,1094,550.13,133.81,12.255,1.6624,65.719
27.23,1013.6,65.048,4.012,20.937,1063.4,550.05,112.11,10.834,3.9876,51.529
26.271,1013.9,76.848,4.7105,25.062,1087.4,550.3,130.1,11.914,1.9749,58.034
25.285,1014,83.221,4.5632,24.217,1083.2,550,127.16,11.816,2.0158,53.46
24.31,1013.8,87.633,4.7849,25.623,1091.2,549.64,133.54,12.175,1.7201,58.954
23.39,1013.6,88.528,3.6217,18.821,1050.9,549.97,103.84,10.219,6.3947,63.416
25.397,1013.5,84.266,4.5897,24.155,1081.9,549.63,125.6,11.677,2.9596,59.992
26.67,1013.7,76.99,4.5366,23.673,1079.8,550.19,123.63,11.676,2.4982,56.273
28.156,1013.7,72.214,4.8245,25.326,1089.1,550.1,130.2,11.945,1.873,62.368
29.578,1013.5,62.888,4.6137,24.082,1082,550.14,124.55,11.723,2.4147,57.711
30.495,1013.3,56.88,4.9895,26.171,1093.9,550.14,132.79,12.266,2.4933,68.317
31.38,1013.1,58.258,5.0334,26.358,1095.1,550.14,133.71,12.305,1.9857,63.767
31.632,1012.7,58.11,5.0072,26.158,1094.3,550.29,133.03,12.297,1.2394,61.475
31.812,1012.5,54.618,5.0417,26.304,1094.9,550.53,133.22,12.343,1.3874,62.883
31.639,1012.4,56.549,5.0177,26.139,1094.1,550.29,132.72,12.22,1.2229,60.966
31.351,1012.2,59.211,4.9798,26.018,1093.5,550.07,132.75,12.205,0.55745,59.353
29.954,1012.3,60.967,4.9379,25.864,1092.7,549.9,132.45,12.254,0.72478,60.149
28.333,1012.5,66.286,4.8756,25.809,1091.8,550.06,132.13,12.203,0.63652,59.794
27.678,1012.8,64.728,4.864,26.057,1092.7,550.07,132.91,12.168,1.592,63.237
27.139,1013,56.723,4.8243,26.002,1092.5,550.31,133.35,12.278,1.4222,65.562
26.376,1012.9,58.168,4.8156,25.817,1091.6,550.44,132.89,12.21,1.7288,65.021
25.248,1012.9,61.231,4.7532,25.779,1091.6,550.42,133.62,12.165,0.77846,63.843
23.904,1012.7,66.631,4.7541,25.705,1091.7,550.5,134.29,12.223,1.077,63.663
22.53,1012.3,72.083,4.6793,25.397,1090.5,550.29,133.84,12.137,1.502,64.549
21.66,1011.9,74.556,4.7171,25.656,1092.1,549.97,135.48,12.235,1.0519,65.838
21.143,1011.5,75.915,4.6922,25.361,1090.7,550.13,134.43,12.175,1.4076,65.932
20.918,1011.4,76.058,4.6875,25.397,1090.7,549.96,134.52,12.171,1.1732,65.739
20.965,1011.6,75.478,3.9879,21.138,1065.8,549.89,115.82,10.947,2.9707,58.648
21.483,1011.8,75.376,3.9557,20.937,1064.3,550,114.57,10.869,3.1306,57.299
23.5,1012.1,68.893,4.8544,25.995,1092.7,549.6,134.03,12.126,1.1926,67.772
26.519,1012.6,60.079,4.9763,26.262,1093.7,550.22,133.34,12.19,1.9632,70.68
28.496,1013,50.966,5.0011,26.306,1094.2,550,133.18,12.249,1.5929,72.365
30.038,1013.3,49.745,5.0729,26.567,1095.8,549.9,134.11,12.431,1.7792,73.82
31.051,1013.4,46.913,5.111,26.774,1097.1,550.31,134.49,12.384,1.0421,70.275
32.152,1013.5,48.202,4.9878,25.912,1092.5,550.36,131.03,12.192,1.8222,65.428
31.962,1013.6,54.111,4.9006,25.574,1090.7,550.29,130.09,12.101,1.7238,60.721
