co_ppm,nox_detrended_ppm,tit_c,tey_mw,regime
1.89,66.543,1084.8,134.96,normal
5.993,63.695,1051.6,108.33,transition
13.427,96.771,1038.9,108.71,part_load
10.101,103.418,1042.1,110.19,part_load
5.706,65.254,1044.8,108.67,part_load
10.114,85.142,1039.3,109.51,part_load
1.33,67.935,1100.0,148.91,high_fire
11.238,86.792,1040.2,109.23,part_load
1.197,66.998,1099.8,151.51,high_fire
7.605,70.586,1048.8,108.42,part_load
4.611,56.733,1052.9,107.74,transition
7.374,69.276,1048.4,107.98,part_load
1.377,65.06,1099.7,144.38,high_fire
9.441,89.247,1048.4,109.15,part_load
1.931,63.284,1077.2,129.1,normal
3.718,46.113,1059.4,109.99,transition
1.169,63.929,1099.9,148.63,high_fire
1.652,68.214,1080.2,134.39,normal
8.862,102.455,1041.6,111.27,part_load
1.828,71.097,1081.0,133.77,normal
1.346,62.49,1099.9,147.81,high_fire
5.398,63.701,1047.1,108.12,part_load
10.403,77.372,1046.1,111.97,part_load
2.306,71.802,1064.5,123.43,transition
2.152,57.778,1074.1,125.03,transition
1.318,64.162,1091.7,134.16,normal
4.602,70.428,1051.8,111.08,transition
4.685,71.461,1041.7,107.97,part_load
1.447,71.629,1099.9,152.47,high_fire
5.467,71.235,1047.9,110.01,part_load
2.532,91.719,1100.0,152.92,high_fire
2.345,53.298,1065.2,115.25,transition
0.939,69.206,1100.0,155.3,high_fire
0.897,60.036,1078.2,134.31,normal
0.934,60.407,1080.7,128.92,normal
2.055,50.286,1057.3,107.21,transition
1.669,61.887,1100.1,145.99,high_fire
1.896,68.153,1084.8,130.04,normal
1.648,59.979,1084.1,132.79,normal
2.928,66.837,1062.5,119.55,transition
2.872,65.578,1063.6,120.05,transition
6.448,83.126,1056.3,112.22,transition
4.6,56.009,1054.6,109.25,transition
2.22,61.149,1074.2,127.04,transition
0.722,53.216,1100.0,168.25,high_fire
3.636,65.128,1044.3,108.24,part_load
1.335,55.724,1077.9,134.54,normal
2.198,67.271,1099.8,144.7,high_fire
2.236,73.765,1090.5,134.52,normal
4.308,68.801,1049.8,110.12,part_load
10.936,83.55,1043.0,109.36,part_load
1.146,69.5,1093.9,134.32,normal
9.733,92.07,1045.5,109.3,part_load
3.008,56.247,1065.2,114.09,transition
4.592,79.051,1040.7,107.5,part_load
1.631,69.989,1082.2,134.17,normal
9.678,103.622,1041.5,101.66,part_load
1.558,59.451,1085.5,131.61,normal
2.103,66.783,1090.1,134.86,normal
3.174,70.041,1068.2,120.27,transition
1.44,62.412,1085.1,135.61,normal
1.23,64.296,1094.5,133.63,normal
2.235,62.257,1085.6,134.92,normal
6.865,72.763,1048.0,110.14,part_load
2.027,73.777,1100.0,144.71,high_fire
0.637,59.09,1100.1,148.5,high_fire
3.632,50.882,1046.9,103.63,part_load
4.661,68.805,1053.0,115.7,transition
1.284,66.034,1085.9,136.77,normal
0.356,58.668,1100.0,150.93,high_fire
2.215,71.998,1084.2,134.85,normal
0.729,60.782,1099.8,155.96,high_fire
1.291,64.428,1100.1,152.48,high_fire
7.578,77.753,1040.1,103.4,part_load
4.16,80.749,1070.3,121.02,transition
21.538,89.475,1023.8,106.18,part_load
7.774,62.509,1087.7,132.58,normal
3.43,58.364,1065.3,119.84,transition
0.795,64.42,1086.9,140.73,normal
14.475,103.727,1031.2,109.62,part_load
9.794,77.665,1032.2,108.52,part_load
7.991,86.897,1049.3,109.79,part_load
8.993,90.905,1044.0,109.96,part_load
0.979,59.986,1089.2,133.82,normal
0.291,54.964,1099.9,157.05,high_fire
2.254,54.83,1044.1,109.88,part_load
2.533,74.729,1063.9,122.85,transition
15.23,102.061,1029.7,101.88,part_load
3.502,56.668,1038.3,109.89,part_load
5.647,76.307,1045.4,109.21,part_load
8.566,84.611,1042.8,109.84,part_load
2.938,63.668,1042.6,102.57,part_load
4.016,67.903,1043.0,106.64,part_load
0.857,56.972,1077.1,128.81,normal
1.98,65.563,1087.8,132.38,normal
1.829,59.739,1078.5,134.59,normal
4.37,67.905,1054.8,108.79,transition
4.774,69.154,1047.8,110.08,part_load
1.977,61.424,1074.8,126.7,transition
5.636,79.162,1044.3,113.79,part_load
10.318,100.967,1040.4,109.21,part_load
26.026,81.772,1023.5,102.48,part_load
1.726,59.278,1100.0,158.8,high_fire
1.818,72.576,1100.0,152.69,high_fire
9.341,97.2,1044.0,109.04,part_load
0.801,70.495,1100.1,163.22,high_fire
2.479,64.933,1068.3,121.81,transition
1.865,61.425,1079.0,130.87,normal
4.054,62.401,1053.6,110.65,transition
1.262,62.191,1087.2,134.54,normal
1.586,66.653,1093.9,132.4,normal
7.039,84.979,1037.7,108.13,part_load
5.408,73.087,1045.7,108.39,part_load
0.576,49.481,1100.0,163.54,high_fire
1.238,62.207,1076.6,134.76,normal
1.27,58.864,1087.7,134.16,normal
1.876,74.989,1100.2,146.47,high_fire
1.443,69.106,1089.4,129.76,normal
1.36,72.903,1100.0,152.78,high_fire
2.531,67.76,1064.6,118.11,transition
0.164,53.595,1099.9,157.05,high_fire
0.831,58.633,1080.5,134.47,normal
2.763,61.715,1043.1,110.48,part_load
1.489,67.496,1094.1,134.31,normal
6.777,88.255,1036.0,108.03,part_load
2.571,62.009,1067.1,121.32,transition
3.113,63.823,1065.2,120.24,transition
3.594,66.068,1049.0,108.82,part_load
1.386,67.11,1085.4,134.01,normal
1.58,57.428,1099.9,160.21,high_fire
3.28,61.182,1057.1,109.16,transition
1.202,74.394,1099.9,154.92,high_fire
0.947,72.695,1100.0,152.3,high_fire
2.65,66.2,1085.5,134.95,normal
1.209,53.288,1100.1,156.35,high_fire
10.409,89.162,1046.9,109.18,part_load
0.732,59.932,1079.2,128.66,normal
1.182,59.733,1086.3,133.91,normal
6.731,83.167,1038.1,107.24,part_load
1.234,53.14,1100.1,162.54,high_fire
4.401,59.152,1062.1,113.37,transition
1.217,70.593,1099.8,154.81,high_fire
1.426,67.317,1096.0,134.31,high_fire
1.947,54.346,1099.9,160.05,high_fire
4.488,54.503,1056.9,110.22,transition
0.988,57.742,1100.1,152.65,high_fire
2.65,53.809,1045.5,109.4,part_load
2.24,54.504,1099.7,157.73,high_fire
2.658,53.316,1063.4,122.51,transition
1.129,65.949,1100.1,146.14,high_fire
2.89,64.677,1066.3,120.83,transition
1.023,63.549,1100.0,148.29,high_fire
3.585,66.925,1043.6,108.87,part_load
1.369,55.538,1077.0,134.08,normal
4.229,69.297,1040.2,109.21,part_load
2.136,64.249,1084.7,132.78,normal
2.227,57.831,1049.5,116.77,part_load
3.201,63.439,1048.3,110.32,part_load
3.401,58.396,1059.4,109.34,transition
4.223,56.736,1058.6,110.01,transition
3.672,67.47,1045.9,109.08,part_load
2.81,55.638,1044.9,109.08,part_load
3.22,58.873,1051.6,111.04,transition
1.308,67.304,1100.0,152.15,high_fire
1.498,69.304,1082.7,134.16,normal
2.854,56.604,1057.8,112.13,transition
1.281,62.419,1086.8,134.16,normal
2.345,51.231,1048.8,110.75,part_load
3.492,54.237,1047.4,105.27,part_load
10.843,103.241,1039.7,109.9,part_load
5.727,65.065,1047.2,109.63,part_load
1.818,63.553,1071.6,121.74,transition
4.106,56.327,1057.2,110.19,transition
2.366,65.983,1083.8,127.51,normal
1.053,66.93,1099.9,154.86,high_fire
7.761,84.722,1036.8,107.94,part_load
11.616,92.187,1043.9,109.25,part_load
1.56,68.142,1089.9,134.23,normal
2.613,55.822,1100.3,158.71,high_fire
2.335,70.705,1060.5,120.53,transition
1.061,62.883,1100.1,161.42,high_fire
4.321,84.943,1048.0,111.55,part_load
1.25,59.738,1100.0,151.4,high_fire
0.983,58.798,1086.9,134.11,normal
8.397,54.731,1056.6,109.87,transition
1.56,58.528,1087.1,135.11,normal
1.648,64.992,1083.6,135.52,normal
2.685,57.086,1043.5,110.48,part_load
3.513,65.48,1064.3,122.53,transition
1.607,67.981,1099.9,152.95,high_fire
8.151,77.703,1039.9,103.99,part_load
10.247,89.966,1044.9,108.78,part_load
1.308,48.918,1060.1,120.94,transition
26.752,74.679,1017.2,104.33,part_load
4.832,71.856,1038.3,108.9,part_load
1.087,59.92,1088.2,133.86,normal
5.682,65.889,1047.8,110.18,part_load
10.159,81.331,1036.8,108.45,part_load
1.116,60.213,1098.9,148.13,high_fire
0.229,54.523,1100.0,157.05,high_fire
3.082,64.439,1064.0,118.99,transition
1.536,60.868,1087.3,133.59,normal
9.823,91.116,1043.5,110.09,part_load
1.732,65.456,1100.0,156.26,high_fire
0.258,50.294,1099.7,156.25,high_fire
4.004,67.694,1067.8,118.34,transition
3.423,53.494,1076.6,126.64,normal
2.756,62.518,1072.7,121.27,transition
11.928,98.132,1030.9,103.75,part_load
9.861,82.73,1043.5,109.38,part_load
1.736,57.675,1100.0,161.15,high_fire
2.291,67.469,1064.3,122.38,transition
34.82,67.266,1002.9,107.18,part_load
2.835,69.192,1066.4,121.58,transition
3.591,59.997,1046.8,104.13,part_load
1.893,68.302,1086.4,134.97,normal
1.262,101.588,1099.8,144.32,high_fire
5.786,71.794,1040.2,104.1,part_load
2.62,59.258,1065.9,120.32,transition
4.092,64.689,1043.7,107.5,part_load
1.618,65.908,1100.0,148.61,high_fire
1.205,72.652,1099.8,153.5,high_fire
1.007,78.171,1100.0,158.56,high_fire
2.65,59.058,1066.4,120.37,transition
1.256,64.03,1099.9,150.3,high_fire
1.439,68.673,1099.9,149.28,high_fire
1.111,66.73,1100.0,146.43,high_fire
3.024,59.348,1077.3,124.17,normal
2.804,77.993,1079.8,127.52,normal
2.234,62.246,1073.8,127.11,transition
5.888,78.064,1045.9,109.4,part_load
7.773,78.291,1049.2,109.52,part_load
1.32,65.309,1088.1,134.33,normal
1.099,56.616,1075.0,127.66,normal
8.904,91.016,1046.6,109.36,part_load
3.459,64.124,1046.4,108.65,part_load
1.632,68.631,1098.7,143.1,high_fire
2.746,58.267,1066.7,120.42,transition
7.354,108.647,1042.0,108.42,part_load
9.86,90.109,1037.9,105.51,part_load
2.018,58.617,1100.0,158.45,high_fire
6.773,83.447,1043.0,112.24,part_load
5.502,88.789,1053.4,111.17,transition
3.511,53.624,1059.9,109.57,transition
1.238,67.094,1099.9,159.67,high_fire
1.242,64.56,1100.0,154.89,high_fire
1.858,69.311,1078.7,133.58,normal
8.923,81.969,1037.1,102.21,part_load
13.694,99.629,1038.0,109.0,part_load
1.473,64.606,1092.2,134.03,normal
1.359,62.305,1099.9,157.63,high_fire
1.042,58.827,1088.3,136.3,normal
7.225,72.124,1052.9,109.85,transition
0.254,38.48,1099.8,158.18,high_fire
6.14,66.581,1053.2,110.87,transition
1.773,54.778,1079.9,130.28,normal
3.657,72.629,1071.2,123.05,transition
12.6,76.109,1047.5,108.7,part_load
2.886,65.289,1064.7,119.48,transition
3.418,64.854,1062.7,122.18,transition
8.8,85.992,1046.5,109.08,part_load
1.347,69.947,1095.4,134.57,high_fire
0.593,55.516,1100.1,165.92,high_fire
3.192,66.957,1066.5,123.22,transition
7.234,74.787,1042.8,105.18,part_load
1.312,63.533,1100.1,157.67,high_fire
1.706,64.173,1072.2,126.69,transition
5.217,68.029,1049.8,109.53,part_load
2.464,50.137,1099.9,158.3,high_fire
1.519,79.01,1100.0,149.87,high_fire
1.356,63.15,1084.3,134.24,normal
2.283,62.116,1085.3,134.42,normal
2.08,49.638,1064.7,115.66,transition
13.199,106.624,1025.2,104.97,part_load
1.33,66.988,1097.6,153.49,high_fire
0.086,83.492,1077.9,133.93,normal
10.698,100.338,1043.0,109.43,part_load
3.389,85.087,1090.7,134.84,normal
8.458,87.037,1049.6,109.65,part_load
2.052,63.518,1064.2,121.42,transition
1.239,60.241,1088.9,134.4,normal
1.614,66.915,1083.0,134.71,normal
0.761,69.849,1094.6,134.63,normal
2.322,61.205,1049.7,112.08,part_load
9.077,91.589,1033.2,110.61,part_load
1.067,58.963,1100.1,162.18,high_fire
1.881,56.097,1079.2,127.22,normal
1.543,67.535,1087.8,134.0,normal
2.364,53.214,1067.5,126.26,transition
1.865,67.974,1079.3,127.89,normal
3.114,63.395,1049.5,110.92,part_load
5.888,71.506,1043.6,108.61,part_load
1.584,62.256,1089.7,134.45,normal
8.198,78.433,1047.2,108.66,part_load
1.146,71.306,1095.5,134.47,high_fire
12.644,106.099,1040.4,110.66,part_load
1.692,64.605,1082.0,133.78,normal
0.805,62.877,1099.9,154.6,high_fire
7.409,82.661,1051.5,109.07,transition
1.515,54.856,1100.1,171.12,high_fire
6.627,71.163,1049.4,103.46,part_load
1.996,67.912,1091.1,134.12,normal
3.29,54.729,1061.7,110.13,transition
3.326,57.474,1063.6,115.72,transition
2.195,56.652,1059.3,109.61,transition
3.618,80.074,1083.6,132.79,normal
0.613,56.703,1100.1,159.1,high_fire
1.176,59.739,1076.5,134.6,normal
5.617,57.915,1054.0,108.52,transition
2.838,60.465,1076.7,127.47,normal
5.44,67.389,1054.4,110.02,transition
3.611,66.938,1044.6,108.61,part_load
11.949,96.102,1031.5,103.57,part_load
3.672,50.523,1056.0,107.48,transition
1.968,85.962,1089.8,133.69,normal
8.494,85.902,1050.3,109.7,transition
1.587,55.059,1100.0,163.13,high_fire
1.809,66.821,1080.4,128.02,normal
4.973,52.155,1056.1,110.27,transition
7.277,91.79,1036.4,107.52,part_load
2.412,74.734,1088.2,134.06,normal
4.116,64.085,1054.4,110.76,transition
0.959,50.659,1100.0,162.1,high_fire
3.551,52.99,1056.5,108.83,transition
1.188,59.231,1098.8,154.75,high_fire
1.496,56.087,1083.9,133.29,normal
1.662,69.476,1094.0,133.81,normal
1.872,61.831,1078.2,127.52,normal
11.218,105.268,1033.5,101.62,part_load
12.172,89.646,1041.2,109.36,part_load
8.533,90.522,1044.1,109.61,part_load
1.8,65.929,1083.5,132.02,normal
5.348,56.248,1052.7,108.87,transition
5.118,63.291,1054.5,109.49,transition
4.881,63.282,1043.2,104.49,part_load
6.418,80.66,1039.6,108.75,part_load
1.497,69.196,1099.8,146.37,high_fire
4.79,62.81,1047.8,109.75,part_load
2.562,72.893,1063.8,122.56,transition
1.576,64.682,1100.1,146.83,high_fire
4.372,62.618,1071.3,120.9,transition
0.952,72.826,1100.0,150.86,high_fire
4.106,66.315,1043.5,106.84,part_load
5.448,72.267,1049.1,110.81,part_load
11.116,88.617,1043.9,110.48,part_load
5.835,63.697,1048.6,104.61,part_load
5.996,92.196,1044.0,109.51,part_load
5.499,79.388,1036.7,109.67,part_load
1.62,68.937,1081.6,133.56,normal
5.038,62.007,1033.5,109.15,part_load
3.825,67.157,1045.8,108.63,part_load
1.7,83.922,1095.0,133.59,high_fire
3.918,61.655,1052.8,110.3,transition
14.219,99.288,1034.1,109.92,part_load
0.8,58.607,1077.2,133.43,normal
1.451,66.501,1086.1,135.65,normal
1.325,69.629,1079.6,127.75,normal
2.797,69.283,1063.9,119.61,transition
1.065,53.274,1073.2,128.95,transition
1.231,56.262,1077.9,133.99,normal
3.599,57.268,1059.0,109.08,transition
0.282,52.099,1099.9,150.07,high_fire
8.79,99.384,1030.2,104.73,part_load
1.038,72.739,1099.9,143.42,high_fire
7.434,68.461,1051.1,109.13,transition
2.285,61.174,1086.2,129.62,normal
2.644,56.991,1100.0,157.23,high_fire
1.817,62.098,1080.2,128.14,normal
1.086,65.043,1063.5,122.57,transition
3.69,52.879,1058.3,110.35,transition
25.431,86.441,1020.8,109.55,part_load
9.419,86.497,1033.0,100.22,part_load
2.036,51.272,1045.1,110.29,part_load
2.1,79.045,1042.6,110.31,part_load
7.458,66.797,1039.1,108.99,part_load
1.251,59.762,1071.6,129.91,transition
1.398,60.01,1086.8,133.77,normal
3.134,61.742,1055.9,109.28,transition
1.16,65.006,1099.9,153.93,high_fire
0.163,50.97,1099.8,161.7,high_fire
1.291,68.073,1088.7,133.9,normal
1.605,64.552,1081.3,128.54,normal
12.587,89.472,1041.2,109.05,part_load
1.337,60.372,1087.3,135.7,normal
7.001,76.83,1052.7,110.05,transition
1.958,72.875,1079.9,127.29,normal
6.473,86.555,1036.8,107.78,part_load
2.526,83.932,1088.1,133.87,normal
10.559,102.131,1041.5,109.25,part_load
1.083,65.333,1100.0,153.55,high_fire
0.603,67.022,1093.3,133.82,normal
2.156,62.05,1072.4,122.51,transition
4.321,72.396,1058.1,116.36,transition
1.212,56.886,1085.7,132.73,normal
1.152,81.391,1099.9,153.98,high_fire
7.327,69.145,1049.5,109.69,part_load
11.744,101.167,1037.0,112.36,part_load
2.673,59.334,1068.3,120.07,transition
4.41,55.86,1056.2,109.44,transition
1.802,60.228,1064.8,117.18,transition
3.857,61.227,1056.1,109.73,transition
0.83,70.269,1099.9,153.78,high_fire
1.561,69.216,1083.5,135.47,normal
2.043,60.899,1071.3,120.65,transition
13.798,101.477,1035.4,109.74,part_load
1.13,54.393,1045.9,111.74,part_load
1.412,71.984,1100.0,152.81,high_fire
2.335,53.317,1052.7,116.1,transition
3.794,64.452,1067.6,118.85,transition
1.988,68.833,1079.6,127.91,normal
5.237,62.806,1053.5,108.89,transition
1.141,72.484,1100.2,154.8,high_fire
4.157,58.985,1053.1,108.38,transition
4.77,52.815,1057.1,109.01,transition
1.257,78.816,1095.3,132.71,high_fire
0.77,52.714,1073.1,131.48,transition
9.518,82.452,1046.4,110.0,part_load
12.734,103.508,1037.1,109.26,part_load
1.963,66.462,1099.1,144.27,high_fire
1.902,66.845,1079.0,127.59,normal
1.252,65.524,1100.0,151.98,high_fire
1.867,64.64,1075.1,128.44,normal
4.004,77.017,1060.9,120.24,transition
1.702,67.833,1092.5,134.0,normal
1.314,70.649,1089.4,134.17,normal
2.296,55.15,1099.9,162.0,high_fire
9.595,80.438,1046.9,107.82,part_load
1.127,66.622,1078.0,133.9,normal
1.03,62.919,1092.9,133.98,normal
1.389,80.042,1094.3,133.93,normal
3.876,61.966,1069.5,118.42,transition
3.34,68.896,1066.5,121.27,transition
2.199,67.757,1090.0,134.16,normal
2.224,67.016,1085.3,150.56,normal
5.354,71.088,1047.6,109.57,part_load
1.715,59.047,1088.2,134.37,normal
6.062,71.097,1048.3,110.08,part_load
0.734,55.409,1100.0,148.7,high_fire
1.194,58.785,1086.6,134.47,normal
1.532,75.942,1096.8,139.62,high_fire
4.94,53.693,1057.7,109.55,transition
5.31,65.463,1057.3,110.3,transition
1.194,67.3,1100.1,151.76,high_fire
1.628,67.335,1081.8,134.24,normal
8.599,91.256,1045.9,109.94,part_load
4.394,74.225,1067.2,118.21,transition
8.311,87.515,1045.5,102.55,part_load
1.26,63.282,1087.8,133.64,normal
4.653,63.984,1050.2,111.36,transition
3.483,57.612,1049.6,109.29,part_load
1.335,69.275,1091.0,140.69,normal
1.807,86.822,1089.6,134.29,normal
0.798,63.947,1100.0,148.31,high_fire
2.237,65.428,1061.4,119.81,transition
24.613,81.095,1024.6,103.51,part_load
5.993,63.756,1049.6,109.33,part_load
3.573,68.248,1056.1,113.46,transition
1.357,65.975,1100.2,146.25,high_fire
1.199,53.331,1100.0,162.28,high_fire
1.22,59.74,1086.1,133.48,normal
13.621,99.854,1038.4,108.53,part_load
4.063,71.236,1062.4,122.37,transition
0.169,69.417,1099.2,150.84,high_fire
2.239,76.159,1076.6,132.94,normal
4.865,58.337,1057.7,110.14,transition
6.735,68.716,1053.0,109.29,transition
2.498,73.255,1089.7,133.17,normal
7.8,84.461,1048.2,109.82,part_load
5.66,69.792,1046.3,108.45,part_load
11.839,94.514,1037.9,110.43,part_load
9.38,90.967,1031.6,108.88,part_load
1.456,66.167,1099.2,148.9,high_fire
2.074,57.845,1064.8,123.22,transition
1.88,61.203,1077.4,128.06,normal
1.79,67.545,1073.0,126.87,transition
4.937,60.44,1055.4,109.3,transition
1.976,66.458,1063.9,121.7,transition
0.993,57.292,1077.5,134.01,normal
1.771,65.319,1086.5,132.85,normal
1.352,66.246,1100.0,151.63,high_fire
11.145,95.676,1042.7,108.36,part_load
6.062,63.248,1052.0,106.02,transition
2.788,55.085,1055.7,112.57,transition
1.467,62.247,1099.8,151.39,high_fire
5.247,68.267,1055.4,110.58,transition
1.344,67.285,1100.1,148.76,high_fire
4.232,59.32,1059.4,112.58,transition
1.138,70.528,1095.7,134.88,high_fire
1.334,65.502,1099.8,145.53,high_fire
1.564,63.208,1099.9,148.48,high_fire
5.818,76.367,1049.1,105.42,part_load
0.041,90.826,1044.2,109.57,part_load
1.802,66.195,1084.1,134.2,normal
1.667,56.936,1085.6,132.99,normal
2.963,73.348,1066.7,123.41,transition
3.86,60.61,1052.8,110.17,transition
4.325,65.525,1051.8,110.19,transition
1.078,70.762,1100.0,156.15,high_fire
8.034,77.279,1048.6,108.72,part_load
1.55,61.536,1100.0,146.74,high_fire
1.816,67.257,1099.9,145.58,high_fire
1.712,65.675,1081.3,134.54,normal
1.306,61.474,1084.6,133.9,normal
8.906,94.323,1037.8,107.17,part_load
1.622,65.439,1078.8,132.94,normal
2.693,59.758,1046.1,108.7,part_load
1.304,76.337,1100.0,160.38,high_fire
13.639,96.795,1036.6,110.08,part_load
3.126,51.42,1068.0,115.98,transition
1.991,102.595,1099.8,146.06,high_fire
0.811,53.943,1060.7,120.61,transition
2.143,63.136,1064.4,122.2,transition
2.749,59.534,1066.2,120.35,transition
11.556,99.274,1043.7,109.34,part_load
1.534,64.186,1082.2,134.48,normal
8.808,80.744,1043.4,110.31,part_load
1.878,78.407,1091.9,138.88,normal
1.858,64.463,1073.9,126.46,transition
1.035,66.548,1095.1,134.93,high_fire
2.065,48.58,1048.4,108.78,part_load
4.205,70.185,1049.7,108.7,part_load
6.673,82.132,1040.5,108.16,part_load
1.261,55.486,1077.2,133.68,normal
1.995,65.03,1074.9,124.06,transition
9.963,84.821,1025.2,105.31,part_load
0.807,71.479,1097.5,145.78,high_fire
5.501,67.492,1045.9,106.27,part_load
8.355,68.163,1051.2,109.49,transition
2.894,61.871,1067.5,120.51,transition
3.844,66.054,1053.5,110.41,transition
3.338,70.158,1063.5,119.01,transition
10.731,100.56,1037.2,102.45,part_load
5.412,67.354,1038.9,109.22,part_load
2.662,59.658,1072.3,120.46,transition
1.5,60.301,1079.6,135.32,normal
1.509,68.755,1100.1,149.26,high_fire
8.407,87.529,1056.6,120.74,transition
1.838,54.959,1100.1,164.22,high_fire
0.557,71.359,1099.9,162.88,high_fire
1.137,68.127,1096.5,142.38,high_fire
1.151,80.347,1100.0,155.28,high_fire
3.986,65.966,1064.2,119.31,transition
1.516,63.427,1100.0,145.94,high_fire
1.911,57.942,1071.8,123.06,transition
2.069,65.469,1082.0,129.8,normal
5.791,65.777,1066.8,120.57,transition
1.025,50.547,1099.9,162.13,high_fire
1.846,67.519,1069.8,119.94,transition
1.297,55.289,1100.0,171.72,high_fire
5.406,62.834,1048.6,109.33,part_load
8.77,94.46,1045.9,112.62,part_load
2.912,64.328,1066.4,121.43,transition
4.773,74.798,1065.0,118.85,transition
1.423,62.189,1090.9,132.41,normal
1.158,70.971,1099.9,152.14,high_fire
1.417,62.119,1099.9,150.54,high_fire
8.024,82.225,1048.3,102.9,part_load
7.73,83.23,1048.8,105.61,part_load
1.673,65.049,1100.0,149.26,high_fire
8.233,95.075,1034.4,105.49,part_load
19.703,98.123,1016.7,103.2,part_load
6.083,85.778,1038.3,108.82,part_load
6.408,76.595,1051.7,108.13,transition
2.74,83.612,1084.7,129.09,normal
10.505,91.93,1024.4,104.76,part_load
2.11,64.957,1072.0,131.16,transition
3.806,55.856,1060.1,109.63,transition
8.251,83.716,1047.5,110.98,part_load
2.562,66.572,1083.0,133.78,normal
5.926,55.217,1053.9,107.27,transition
15.989,81.293,1036.1,110.58,part_load
3.863,67.756,1044.6,107.6,part_load
3.728,68.834,1057.2,114.66,transition
1.763,78.411,1100.1,152.57,high_fire
1.41,69.693,1093.4,133.86,normal
1.212,56.571,1080.5,135.15,normal
2.536,73.896,1063.4,122.11,transition
2.396,66.137,1099.6,144.26,high_fire
9.086,92.09,1048.9,109.79,part_load
1.266,59.598,1079.2,133.78,normal
5.298,67.989,1048.9,108.81,part_load
5.092,59.407,1049.2,108.75,part_load
11.016,95.447,1039.9,109.23,part_load
8.774,73.497,1028.9,103.07,part_load
1.211,65.112,1099.9,147.29,high_fire
1.311,59.968,1088.6,134.52,normal
3.858,70.398,1057.7,116.38,transition
8.761,97.29,1035.6,105.65,part_load
5.201,71.102,1048.8,109.27,part_load
7.936,88.223,1050.3,108.45,transition
10.935,88.463,1042.0,108.29,part_load
1.004,64.989,1099.8,145.84,high_fire
9.929,91.083,1043.5,107.7,part_load
1.124,76.754,1096.1,151.14,high_fire
4.654,64.786,1052.1,110.18,transition
7.684,78.503,1056.6,117.47,transition
0.111,85.035,1075.5,132.36,normal
7.091,101.928,1053.8,111.64,transition
5.622,58.249,1052.9,109.69,transition
2.044,48.454,1049.1,109.96,part_load
2.322,55.135,1099.8,162.16,high_fire
0.723,65.232,1099.4,146.49,high_fire
1.25,66.849,1087.4,134.19,normal
11.327,106.066,1023.3,104.58,part_load
10.861,87.186,1041.8,108.28,part_load
2.703,58.586,1062.5,116.25,transition
0.918,54.088,1100.0,159.27,high_fire
0.919,55.514,1100.0,158.48,high_fire
3.093,58.928,1060.2,109.19,transition
1.611,65.525,1079.6,134.11,normal
6.727,73.859,1049.7,105.27,part_load
1.177,60.476,1085.2,133.76,normal
3.601,66.049,1045.1,108.84,part_load
1.407,64.457,1099.9,154.15,high_fire
10.439,73.113,1048.5,114.98,part_load
12.567,105.093,1019.8,104.11,part_load
5.657,64.626,1053.2,107.52,transition
3.006,64.14,1064.6,122.74,transition
2.571,64.704,1088.9,133.75,normal
1.871,66.094,1078.3,128.81,normal
0.995,59.806,1085.9,134.53,normal
1.276,66.068,1092.3,134.38,normal
6.922,81.782,1039.8,109.41,part_load
1.774,80.511,1100.1,158.05,high_fire
3.066,61.882,1066.8,120.22,transition
2.404,60.955,1059.4,120.14,transition
1.508,52.883,1099.9,158.05,high_fire
2.222,64.724,1081.7,128.16,normal
5.389,56.044,1054.3,107.93,transition
1.274,55.919,1100.0,170.0,high_fire
7.307,109.701,1044.7,110.78,part_load
3.43,52.687,1047.9,103.42,part_load
1.253,71.248,1095.2,135.28,high_fire
11.898,95.771,1045.2,114.99,part_load
0.798,68.044,1100.0,150.84,high_fire
1.381,73.336,1094.6,134.33,normal
2.59,58.204,1068.0,121.01,transition
5.186,66.935,1047.0,109.74,part_load
2.248,66.126,1067.7,121.42,transition
1.291,56.229,1079.6,132.84,normal
5.275,77.034,1046.5,109.03,part_load
5.864,90.556,1050.4,117.62,transition
5.158,85.811,1044.5,109.53,part_load
6.43,68.215,1049.0,105.12,part_load
10.664,101.439,1037.5,108.38,part_load
1.003,68.036,1099.9,146.51,high_fire
2.485,58.734,1068.1,120.72,transition
1.165,58.158,1087.7,132.84,normal
0.799,60.96,1088.4,135.58,normal
1.812,67.524,1087.6,134.81,normal
1.813,61.449,1086.8,134.15,normal
1.156,66.5,1099.2,150.66,high_fire
9.058,61.915,1072.9,122.25,transition
2.992,60.574,1066.2,119.87,transition
0.773,53.975,1079.5,135.55,normal
3.644,56.068,1046.1,113.46,part_load
5.539,68.011,1047.7,109.37,part_load
2.068,60.244,1077.0,128.5,normal
11.065,96.497,1040.5,108.66,part_load
2.216,67.782,1090.9,134.9,normal
1.01,50.123,1068.5,126.9,transition
5.1,71.757,1048.3,109.08,part_load
1.995,71.682,1077.6,134.24,normal
0.798,58.22,1087.0,133.25,normal
8.659,101.697,1045.9,111.21,part_load
1.304,58.198,1100.0,153.35,high_fire
1.281,61.668,1099.9,148.78,high_fire
2.689,53.519,1040.9,106.91,part_load
1.766,61.755,1089.5,132.71,normal
1.3,55.261,1073.8,131.35,transition
5.387,71.661,1047.0,109.26,part_load
2.56,68.038,1066.1,121.91,transition
3.346,76.602,1066.2,126.59,transition
1.43,63.643,1076.9,134.29,normal
